Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
4753,Other,CAD,14,Weekend,MasterCard,Credit,0,0,57,5,0
8312,CA,CAD,5,Weekday,Amex,Credit,0,0,38,2,0
831,AU,GBP,18,Weekend,MasterCard,Credit,1,0,29,8,0
5178,Other,USD,16,Weekend,Discover,Debit,0,0,21,0,0
9562,Other,GBP,22,Weekend,MasterCard,Debit,1,0,45,6,0
8933,US,AUD,9,Weekday,Amex,Debit,1,1,46,7,1
8309,UK,AUD,4,Weekend,Amex,Credit,0,0,30,8,0
5950,AU,GBP,15,Weekday,Visa,Debit,0,0,67,4,0
2839,AU,AUD,11,Weekday,MasterCard,Credit,1,0,35,5,0
1151,AU,GBP,20,Weekday,Amex,Debit,0,0,44,4,0
7561,Other,CAD,23,Weekday,Amex,Debit,1,0,20,9,0
1932,US,CAD,4,Weekend,Amex,Credit,1,0,52,4,0
9205,Other,AUD,20,Weekend,Amex,Credit,0,0,56,10,0
1665,Other,USD,0,Weekend,Discover,Credit,1,1,39,10,1
1082,CA,CAD,1,Weekday,MasterCard,Credit,1,1,34,6,0
513,US,AUD,4,Weekend,MasterCard,Credit,1,0,45,11,0
7806,AU,USD,22,Weekday,MasterCard,Credit,1,0,55,3,0
5238,UK,AUD,18,Weekend,Discover,Credit,0,0,33,12,0
560,AU,GBP,14,Weekday,Discover,Debit,1,0,22,5,0
3673,Other,AUD,0,Weekday,Amex,Debit,0,0,39,3,0
7405,US,GBP,10,Weekday,Discover,Debit,1,0,34,12,0
3344,US,CAD,17,Weekday,Visa,Credit,0,0,28,1,0
4071,US,CAD,2,Weekend,Discover,Debit,0,0,39,1,0
9663,CA,AUD,8,Weekday,Amex,Credit,1,1,61,11,1
581,AU,USD,23,Weekend,MasterCard,Debit,0,1,61,12,0
7005,CA,AUD,3,Weekend,Discover,Debit,1,0,53,3,0
8131,UK,AUD,23,Weekend,MasterCard,Credit,1,0,58,10,0
3148,Other,CAD,12,Weekday,MasterCard,Debit,1,0,63,4,0
4250,CA,CAD,8,Weekday,Visa,Debit,1,0,61,0,0
1680,CA,AUD,2,Weekday,Visa,Debit,0,0,59,2,0
3507,Other,CAD,15,Weekend,Discover,Debit,1,0,57,4,0
7254,US,GBP,21,Weekday,MasterCard,Debit,1,0,20,7,0
2745,Other,AUD,7,Weekday,Amex,Credit,0,1,44,3,0
9436,AU,CAD,6,Weekend,MasterCard,Credit,0,0,62,5,0
5189,Other,AUD,22,Weekday,MasterCard,Debit,1,0,65,11,0
2142,US,CAD,16,Weekend,Visa,Credit,0,0,30,3,0
6618,Other,GBP,15,Weekend,Visa,Credit,1,0,30,4,0
2480,CA,GBP,20,Weekend,Visa,Debit,0,0,68,11,0
6485,UK,AUD,21,Weekday,Visa,Credit,1,1,47,6,1
9828,CA,GBP,17,Weekday,Discover,Credit,0,1,35,12,0
7422,UK,GBP,15,Weekend,Discover,Credit,1,0,57,7,0
9950,Other,CAD,14,Weekend,MasterCard,Debit,0,1,50,12,1
4453,AU,AUD,1,Weekday,Discover,Debit,1,0,34,11,0
5882,Other,CAD,19,Weekday,Amex,Debit,0,0,58,9,0
6666,US,CAD,3,Weekend,MasterCard,Debit,1,0,27,9,0
2850,Other,USD,4,Weekend,MasterCard,Debit,0,0,58,7,0
7391,UK,GBP,6,Weekend,Amex,Debit,1,0,61,10,0
6906,CA,CAD,14,Weekday,MasterCard,Debit,1,0,41,12,0
2490,AU,CAD,16,Weekend,Amex,Credit,0,0,59,11,0
9824,Other,CAD,9,Weekday,Visa,Debit,0,0,46,6,0
9208,Other,GBP,19,Weekend,Visa,Credit,1,1,25,3,1
9541,CA,GBP,8,Weekday,Visa,Debit,0,1,53,3,0
4612,AU,GBP,15,Weekend,Amex,Debit,1,0,31,1,0
2840,Other,AUD,23,Weekday,Discover,Debit,1,0,46,8,0
8528,Other,CAD,2,Weekday,Discover,Debit,0,0,24,5,0
5879,UK,GBP,21,Weekday,MasterCard,Credit,1,0,42,12,0
9088,UK,CAD,8,Weekday,Visa,Debit,0,0,59,10,0
6304,US,AUD,7,Weekday,Visa,Credit,1,0,47,2,0
852,CA,USD,22,Weekday,MasterCard,Credit,1,0,45,2,0
1688,AU,AUD,6,Weekend,Visa,Credit,0,1,27,12,0
6834,Other,GBP,16,Weekend,Visa,Debit,0,0,64,12,0
2428,Other,GBP,4,Weekend,Amex,Debit,1,1,64,10,1
9761,US,AUD,6,Weekday,MasterCard,Credit,1,1,51,10,1
4001,Other,CAD,12,Weekday,Amex,Debit,0,0,33,11,0
5053,CA,GBP,17,Weekend,Visa,Debit,0,0,27,0,0
2739,US,GBP,21,Weekday,Visa,Debit,0,0,46,1,0
5733,CA,AUD,13,Weekday,MasterCard,Credit,1,0,32,4,0
5388,US,CAD,17,Weekend,Visa,Credit,0,0,45,8,0
8003,Other,AUD,2,Weekend,Discover,Credit,1,0,68,2,0
5537,US,AUD,16,Weekend,Amex,Credit,0,0,41,6,0
3914,UK,CAD,18,Weekend,Amex,Credit,1,1,59,5,1
1067,AU,CAD,6,Weekend,Discover,Debit,0,0,37,10,0
7724,Other,USD,20,Weekend,MasterCard,Credit,0,0,64,2,0
4381,AU,AUD,3,Weekend,MasterCard,Credit,1,0,70,10,0
4108,Other,CAD,14,Weekday,Visa,Credit,0,0,46,3,0
5727,AU,GBP,23,Weekday,MasterCard,Credit,0,1,19,12,0
3374,UK,USD,7,Weekday,Discover,Debit,1,1,63,10,0
8946,AU,AUD,15,Weekday,MasterCard,Debit,0,0,49,10,0
2083,US,CAD,0,Weekend,Visa,Credit,0,0,64,4,0
8968,AU,USD,15,Weekday,Discover,Debit,0,0,59,1,0
6749,Other,USD,1,Weekday,Visa,Credit,1,0,47,7,0
9818,CA,GBP,1,Weekday,Amex,Credit,0,0,26,11,0
418,AU,USD,7,Weekday,Amex,Credit,0,0,36,11,0
8307,AU,AUD,11,Weekend,MasterCard,Debit,0,0,23,6,0
8809,AU,CAD,10,Weekday,Discover,Debit,1,0,25,8,0
3975,Other,USD,5,Weekend,Discover,Credit,1,1,51,7,1
3268,AU,USD,18,Weekend,Discover,Credit,1,0,18,11,0
826,Other,AUD,17,Weekday,Visa,Credit,1,1,30,6,1
7669,Other,GBP,4,Weekend,Discover,Debit,1,0,23,8,0
5746,CA,GBP,14,Weekday,MasterCard,Credit,1,0,52,9,0
9709,US,CAD,7,Weekend,Amex,Credit,1,0,46,4,0
413,Other,AUD,5,Weekend,MasterCard,Debit,0,0,19,2,0
7544,UK,GBP,11,Weekend,Amex,Credit,0,0,27,5,0
7588,AU,CAD,18,Weekday,Amex,Debit,1,0,48,8,0
729,UK,CAD,11,Weekday,MasterCard,Credit,0,0,25,5,0
7165,AU,GBP,11,Weekday,Amex,Debit,1,0,58,11,0
8868,CA,AUD,8,Weekday,Amex,Credit,1,0,56,2,0
5989,Other,USD,23,Weekend,Visa,Credit,0,0,45,1,0
2505,US,GBP,9,Weekday,MasterCard,Debit,1,0,48,4,0
2968,Other,USD,21,Weekend,MasterCard,Credit,1,0,30,7,0
2787,AU,USD,16,Weekend,MasterCard,Debit,0,0,24,7,0
1123,US,AUD,17,Weekend,Amex,Credit,1,0,68,0,0
4080,Other,AUD,15,Weekend,Discover,Debit,1,0,18,11,0
1572,US,CAD,3,Weekend,Discover,Credit,1,0,62,2,0
5074,AU,AUD,17,Weekend,Amex,Debit,1,1,66,10,1
5105,CA,CAD,2,Weekend,Discover,Debit,1,0,61,10,0
2144,CA,GBP,15,Weekend,Discover,Credit,1,0,70,4,0
9880,Other,USD,13,Weekend,Amex,Credit,1,0,43,0,1
6807,UK,AUD,23,Weekend,MasterCard,Debit,0,1,63,12,0
7358,AU,GBP,8,Weekend,Visa,Debit,0,0,33,5,0
3441,Other,CAD,5,Weekday,MasterCard,Debit,1,0,29,3,0
3767,Other,AUD,3,Weekend,MasterCard,Credit,1,1,33,8,1
5645,CA,USD,1,Weekday,MasterCard,Debit,1,0,51,1,0
2915,US,GBP,22,Weekday,Visa,Debit,1,1,44,9,0
4969,AU,AUD,9,Weekend,MasterCard,Debit,1,0,69,4,0
5918,US,AUD,10,Weekend,Discover,Credit,0,0,42,4,0
8788,AU,GBP,6,Weekend,Visa,Credit,1,0,36,5,0
729,UK,CAD,4,Weekend,Discover,Credit,1,0,24,4,0
1366,CA,CAD,3,Weekday,Visa,Debit,0,0,29,9,0
4493,UK,AUD,5,Weekday,Discover,Debit,0,0,63,9,0
699,Other,CAD,1,Weekend,MasterCard,Credit,1,1,41,8,1
7187,CA,CAD,1,Weekday,MasterCard,Credit,0,0,67,0,0
396,Other,GBP,15,Weekend,MasterCard,Credit,1,0,56,12,0
7401,UK,CAD,22,Weekend,Discover,Credit,1,1,22,7,1
8083,AU,CAD,22,Weekend,Discover,Debit,0,0,18,5,0
4172,Other,GBP,12,Weekday,Amex,Credit,0,0,24,10,0
4361,US,AUD,20,Weekday,Discover,Credit,1,0,65,8,0
2503,AU,AUD,6,Weekday,Visa,Debit,0,0,43,9,0
718,AU,GBP,4,Weekend,MasterCard,Debit,0,0,41,6,0
2783,UK,USD,16,Weekday,Visa,Credit,0,0,65,11,0
4947,UK,GBP,12,Weekend,Amex,Credit,0,0,34,2,0
5487,CA,USD,14,Weekend,Amex,Credit,1,0,21,7,0
8336,CA,CAD,2,Weekday,Discover,Credit,1,0,33,9,0
4981,US,AUD,22,Weekend,MasterCard,Debit,0,0,53,2,0
7267,AU,USD,3,Weekend,Visa,Credit,1,0,22,11,0
4492,US,USD,14,Weekend,Amex,Credit,0,0,22,12,0
7193,US,CAD,17,Weekend,Amex,Credit,1,0,69,2,0
5589,UK,AUD,2,Weekday,Visa,Credit,1,1,60,3,0
7652,US,CAD,6,Weekend,Amex,Debit,0,1,63,11,0
3637,US,AUD,7,Weekend,Visa,Credit,0,1,34,2,0
1168,Other,AUD,10,Weekend,MasterCard,Debit,1,0,58,5,0
1063,CA,CAD,21,Weekday,Discover,Credit,1,0,38,10,0
2157,CA,USD,8,Weekend,Visa,Credit,1,1,47,6,0
7861,AU,GBP,19,Weekend,MasterCard,Credit,1,0,66,2,0
5162,CA,AUD,11,Weekday,Visa,Debit,1,0,68,2,0
5306,AU,AUD,4,Weekend,Amex,Debit,0,0,50,12,0
6542,Other,GBP,0,Weekday,MasterCard,Credit,1,0,62,6,0
4730,CA,GBP,13,Weekend,Visa,Debit,1,0,40,9,0
9349,Other,CAD,2,Weekday,MasterCard,Debit,1,0,59,8,0
7331,CA,AUD,14,Weekend,Visa,Credit,0,1,46,12,0
5335,CA,CAD,9,Weekday,Visa,Debit,1,0,59,2,0
8925,Other,GBP,9,Weekday,MasterCard,Debit,1,0,56,11,0
4331,US,CAD,23,Weekend,MasterCard,Debit,1,1,55,5,0
8011,US,AUD,2,Weekend,MasterCard,Debit,1,0,24,4,0
6802,US,USD,5,Weekday,Amex,Debit,1,0,54,7,0
4847,US,USD,4,Weekend,Discover,Credit,1,0,24,8,0
6732,CA,AUD,23,Weekend,Visa,Credit,0,0,32,7,0
7242,UK,CAD,18,Weekday,Visa,Credit,1,0,46,0,0
954,Other,GBP,13,Weekday,MasterCard,Debit,1,1,27,6,1
2540,UK,GBP,16,Weekend,Visa,Credit,1,0,37,7,0
7057,UK,USD,11,Weekend,Discover,Debit,0,0,62,4,0
1543,AU,CAD,8,Weekend,Discover,Credit,0,0,26,3,0
5294,US,GBP,2,Weekend,Visa,Debit,1,0,23,6,0
1192,CA,GBP,17,Weekday,Visa,Debit,1,0,37,11,0
6314,US,AUD,3,Weekday,MasterCard,Debit,1,1,38,5,0
6939,US,CAD,13,Weekday,Discover,Credit,1,1,24,11,1
2682,UK,CAD,23,Weekday,Visa,Debit,0,0,55,1,0
9410,AU,GBP,5,Weekend,Discover,Credit,1,0,65,11,0
1541,US,CAD,14,Weekday,Visa,Debit,1,0,51,8,0
6173,Other,CAD,16,Weekday,Amex,Debit,1,0,64,10,0
5542,Other,CAD,23,Weekend,Discover,Credit,0,0,20,2,0
9581,US,AUD,4,Weekend,Amex,Credit,1,0,62,0,0
1366,UK,GBP,5,Weekday,MasterCard,Debit,0,0,34,11,0
8692,UK,USD,20,Weekend,Discover,Debit,0,0,68,2,0
9873,CA,CAD,4,Weekday,Visa,Debit,1,1,60,0,0
8703,AU,GBP,18,Weekend,Visa,Credit,1,0,19,11,0
7495,UK,USD,13,Weekend,Amex,Debit,1,1,59,9,1
4313,CA,AUD,3,Weekday,Discover,Debit,1,0,29,6,0
1325,Other,GBP,4,Weekend,Discover,Debit,1,0,30,10,0
9348,Other,AUD,10,Weekday,Discover,Debit,0,0,55,5,0
3142,Other,GBP,1,Weekday,MasterCard,Credit,1,0,53,11,0
7420,US,AUD,21,Weekday,Discover,Credit,0,1,29,7,0
3487,AU,GBP,1,Weekend,MasterCard,Credit,0,0,44,3,0
1811,CA,AUD,19,Weekday,Visa,Credit,0,0,43,5,0
6589,AU,USD,11,Weekday,Amex,Debit,1,0,64,2,0
2924,US,GBP,15,Weekday,Amex,Debit,0,0,68,3,0
5302,CA,USD,16,Weekday,Discover,Credit,0,0,57,5,0
4187,CA,CAD,3,Weekday,Amex,Debit,1,0,22,4,0
8906,UK,USD,13,Weekday,Discover,Debit,0,0,49,12,0
5978,AU,GBP,6,Weekend,Visa,Debit,0,0,53,1,0
4269,AU,USD,14,Weekday,Visa,Credit,0,1,62,8,0
4749,UK,GBP,15,Weekend,Visa,Credit,1,1,55,12,1
4850,Other,AUD,7,Weekend,Amex,Credit,1,0,69,12,0
9436,US,CAD,1,Weekday,Discover,Debit,0,0,33,1,0
3710,AU,USD,18,Weekend,MasterCard,Debit,1,0,27,7,0
9274,UK,CAD,0,Weekend,Visa,Debit,1,0,54,12,0
6620,CA,USD,22,Weekday,Visa,Credit,0,0,32,4,0
8648,UK,GBP,3,Weekend,MasterCard,Credit,1,0,28,6,0
9087,Other,USD,23,Weekday,MasterCard,Credit,1,0,69,5,0
9577,US,CAD,20,Weekend,Amex,Credit,0,1,26,10,1
3073,Other,USD,21,Weekday,Visa,Debit,0,0,35,1,0
6531,CA,CAD,10,Weekend,Amex,Debit,1,0,50,3,0
505,CA,CAD,9,Weekday,Visa,Credit,0,0,26,11,0
1215,CA,GBP,17,Weekday,Amex,Credit,0,0,58,8,0
1532,CA,AUD,0,Weekend,Amex,Debit,1,0,32,6,0
7577,UK,AUD,16,Weekday,MasterCard,Debit,0,1,53,0,0
824,CA,USD,15,Weekday,Discover,Credit,1,0,53,12,0
929,CA,CAD,11,Weekend,Discover,Credit,0,0,18,12,0
5030,UK,GBP,15,Weekday,Discover,Credit,0,0,45,3,0
134,CA,AUD,8,Weekday,Visa,Debit,1,1,50,9,0
2106,Other,GBP,16,Weekend,MasterCard,Debit,1,0,18,2,0
3628,Other,GBP,2,Weekend,MasterCard,Debit,1,0,23,0,0
6317,AU,CAD,17,Weekend,MasterCard,Debit,1,0,28,4,0
1853,Other,USD,14,Weekend,Visa,Debit,1,1,65,8,1
4911,US,CAD,14,Weekend,Amex,Credit,1,0,44,3,0
4176,US,AUD,15,Weekend,Amex,Credit,1,1,22,1,1
5349,US,AUD,19,Weekday,Discover,Credit,0,0,27,6,0
9443,UK,GBP,0,Weekend,Discover,Credit,1,0,45,11,0
6191,Other,CAD,0,Weekend,Visa,Credit,1,0,33,7,0
1257,US,CAD,3,Weekend,Visa,Debit,0,0,60,10,0
3377,AU,GBP,12,Weekday,Discover,Credit,0,0,43,1,0
5646,UK,USD,3,Weekday,Amex,Credit,1,0,67,10,0
3487,AU,GBP,22,Weekday,Amex,Credit,1,1,45,10,1
3585,Other,GBP,7,Weekend,MasterCard,Debit,0,1,31,9,0
9589,CA,AUD,12,Weekday,Discover,Credit,1,1,30,10,1
8054,AU,CAD,23,Weekday,Discover,Debit,1,1,18,8,1
3331,CA,AUD,7,Weekday,Amex,Credit,0,0,52,12,0
2704,UK,GBP,13,Weekday,MasterCard,Credit,0,0,32,9,0
8663,AU,CAD,0,Weekend,Discover,Debit,1,1,46,7,0
8121,AU,GBP,8,Weekend,Amex,Credit,0,0,48,3,0
7115,UK,GBP,23,Weekend,Amex,Credit,0,0,29,11,0
1354,UK,USD,0,Weekend,Amex,Debit,0,0,22,12,0
5064,US,AUD,6,Weekend,MasterCard,Credit,1,1,65,3,0
8550,Other,AUD,19,Weekend,MasterCard,Debit,0,0,63,4,0
7576,AU,GBP,12,Weekday,Amex,Debit,0,0,49,0,0
668,AU,USD,14,Weekend,MasterCard,Debit,0,0,27,6,0
4469,UK,GBP,8,Weekend,MasterCard,Debit,0,0,22,11,0
9338,UK,GBP,15,Weekend,MasterCard,Debit,0,1,44,3,0
6820,Other,GBP,16,Weekend,MasterCard,Credit,0,1,56,0,1
3720,UK,USD,8,Weekend,Visa,Credit,0,0,38,3,0
2746,CA,CAD,5,Weekday,Discover,Credit,0,0,33,3,0
7484,CA,USD,19,Weekday,Discover,Debit,0,0,46,0,0
540,CA,GBP,11,Weekday,MasterCard,Credit,1,0,32,8,0
4965,CA,CAD,15,Weekday,Amex,Debit,1,0,55,7,0
4836,Other,GBP,20,Weekday,Discover,Credit,1,0,24,8,0
3776,AU,USD,14,Weekend,MasterCard,Debit,1,0,35,6,0
6043,CA,USD,6,Weekday,Discover,Debit,1,0,68,11,0
7103,UK,CAD,9,Weekday,Amex,Credit,0,0,36,4,0
7313,CA,USD,3,Weekend,MasterCard,Credit,1,0,34,12,0
5321,Other,GBP,23,Weekday,Amex,Credit,1,0,31,6,0
6133,UK,CAD,2,Weekday,Discover,Debit,0,1,58,1,0
7892,CA,AUD,17,Weekend,Visa,Credit,1,0,65,9,0
2780,AU,GBP,0,Weekend,Amex,Debit,1,0,27,6,0
925,UK,AUD,12,Weekend,MasterCard,Credit,1,1,42,3,0
1582,UK,CAD,21,Weekday,MasterCard,Debit,1,1,58,11,0
7715,AU,CAD,17,Weekday,Amex,Debit,0,0,61,4,0
3325,UK,GBP,7,Weekday,Visa,Credit,0,0,26,10,0
5714,CA,USD,10,Weekend,Discover,Credit,0,0,33,6,0
7027,UK,GBP,9,Weekday,Discover,Credit,0,0,65,1,0
256,CA,USD,3,Weekday,Discover,Debit,1,0,41,4,0
4805,AU,USD,3,Weekday,Discover,Debit,0,0,38,11,0
1839,US,GBP,3,Weekday,Discover,Credit,1,0,51,1,0
10,AU,CAD,11,Weekend,MasterCard,Credit,0,0,56,9,0
2872,CA,GBP,7,Weekend,MasterCard,Credit,0,0,69,5,0
8990,Other,AUD,12,Weekend,Amex,Debit,1,0,24,9,1
7410,AU,CAD,7,Weekend,Amex,Debit,1,0,24,7,0
7419,Other,USD,20,Weekday,Discover,Credit,1,0,45,6,0
5125,Other,CAD,2,Weekend,Discover,Credit,1,0,68,11,0
1016,CA,GBP,11,Weekday,Discover,Debit,0,0,52,4,0
2194,CA,CAD,17,Weekend,Visa,Debit,1,0,27,2,0
8416,US,USD,14,Weekend,Amex,Credit,1,1,55,3,1
7450,UK,USD,13,Weekday,MasterCard,Credit,0,1,49,1,0
4159,AU,CAD,8,Weekday,Discover,Credit,0,1,51,5,0
3926,CA,AUD,4,Weekend,Amex,Debit,1,1,41,7,1
6971,AU,USD,14,Weekday,Visa,Credit,0,1,69,7,0
6939,Other,AUD,7,Weekend,Visa,Debit,1,0,67,8,0
4785,UK,USD,22,Weekday,Discover,Credit,1,0,58,4,0
4001,US,CAD,2,Weekend,MasterCard,Credit,0,0,64,11,0
1634,AU,USD,11,Weekend,Amex,Credit,0,1,63,9,0
7267,UK,AUD,4,Weekend,MasterCard,Credit,1,0,58,10,0
8703,US,AUD,8,Weekend,Discover,Credit,1,0,19,5,0
385,AU,CAD,19,Weekday,Discover,Credit,0,1,59,1,0
405,UK,AUD,2,Weekday,Visa,Debit,1,0,21,9,0
8176,CA,AUD,22,Weekend,Visa,Debit,1,0,18,3,0
2001,AU,CAD,7,Weekend,Amex,Credit,0,0,39,2,0
9861,UK,USD,20,Weekend,Discover,Debit,1,0,28,8,0
5990,US,CAD,12,Weekday,Discover,Debit,1,0,65,5,0
1461,UK,USD,7,Weekend,Amex,Debit,0,0,28,5,0
7191,CA,USD,4,Weekday,MasterCard,Debit,1,0,62,3,0
7141,AU,USD,6,Weekday,Visa,Credit,1,0,31,5,0
3637,AU,GBP,4,Weekend,Discover,Credit,0,1,44,12,0
4810,AU,USD,8,Weekday,Discover,Credit,0,0,50,10,0
4179,CA,CAD,4,Weekend,MasterCard,Credit,1,0,45,0,0
7246,US,CAD,7,Weekend,MasterCard,Credit,0,0,40,8,0
6601,AU,CAD,11,Weekday,MasterCard,Debit,1,0,26,2,0
5998,US,GBP,3,Weekday,Visa,Debit,1,0,35,4,0
2049,UK,AUD,8,Weekend,Amex,Credit,1,0,60,6,0
4781,US,GBP,21,Weekday,Discover,Credit,1,0,41,1,0
717,US,CAD,21,Weekday,Visa,Credit,0,1,44,3,0
7940,AU,CAD,13,Weekday,MasterCard,Credit,1,0,52,12,0
5566,Other,AUD,18,Weekend,Discover,Debit,1,0,70,5,0
4545,Other,GBP,12,Weekend,Discover,Debit,1,0,21,0,0
4977,CA,CAD,2,Weekday,Visa,Debit,1,1,39,5,0
3420,CA,USD,3,Weekend,MasterCard,Debit,1,0,28,4,0
7240,Other,USD,0,Weekend,MasterCard,Credit,0,1,24,1,1
9767,UK,CAD,21,Weekday,Amex,Credit,1,0,58,5,0
250,AU,USD,0,Weekday,MasterCard,Credit,0,0,54,4,0
8866,AU,AUD,10,Weekday,Visa,Debit,0,0,51,12,0
771,UK,CAD,15,Weekend,Amex,Credit,0,0,29,0,0
4364,UK,GBP,3,Weekend,Amex,Credit,0,0,21,12,0
1078,Other,CAD,6,Weekday,Amex,Credit,1,0,62,11,0
8428,CA,AUD,11,Weekend,Amex,Debit,0,0,19,10,0
8581,UK,GBP,5,Weekend,Amex,Credit,1,0,64,5,0
7902,CA,AUD,23,Weekend,Visa,Debit,1,0,18,6,0
4859,US,USD,19,Weekday,Discover,Debit,1,0,35,8,0
6545,AU,USD,8,Weekend,MasterCard,Debit,1,1,40,10,1
4720,Other,USD,7,Weekend,Discover,Credit,1,0,51,12,0
2815,AU,AUD,13,Weekday,Discover,Credit,1,0,21,1,0
3375,Other,AUD,14,Weekend,MasterCard,Credit,1,0,70,5,0
1253,US,CAD,20,Weekend,MasterCard,Debit,0,0,68,5,0
6997,AU,GBP,21,Weekday,Discover,Debit,1,1,69,0,0
4674,US,GBP,4,Weekend,MasterCard,Credit,1,0,59,12,0
4531,Other,AUD,14,Weekday,Amex,Debit,1,0,62,7,0
6882,UK,AUD,5,Weekend,MasterCard,Debit,0,1,36,4,0
6950,AU,USD,0,Weekend,MasterCard,Credit,1,0,57,1,0
9522,US,AUD,19,Weekday,Amex,Credit,0,1,59,4,1
6242,AU,USD,8,Weekday,Amex,Debit,1,0,57,3,0
8018,AU,AUD,3,Weekday,Amex,Credit,1,0,68,6,0
6942,AU,GBP,1,Weekend,MasterCard,Credit,0,0,58,9,0
9551,CA,CAD,5,Weekend,Amex,Debit,1,0,26,7,0
7003,US,AUD,1,Weekday,Amex,Debit,0,1,40,0,0
1332,US,USD,2,Weekday,Visa,Debit,1,0,30,0,0
4262,AU,CAD,6,Weekday,Visa,Credit,1,1,18,7,0
7649,UK,USD,19,Weekend,MasterCard,Credit,0,0,29,10,0
9551,AU,USD,16,Weekend,Amex,Debit,1,0,27,11,0
5116,CA,CAD,8,Weekday,MasterCard,Debit,0,0,44,3,0
4638,Other,CAD,21,Weekend,Visa,Credit,0,0,36,7,0
4855,CA,CAD,8,Weekend,Visa,Debit,1,1,57,6,0
3178,UK,AUD,18,Weekend,Amex,Credit,0,0,49,8,0
7731,AU,CAD,4,Weekday,MasterCard,Debit,1,0,39,12,0
2181,US,AUD,5,Weekend,Visa,Credit,1,0,42,6,0
4893,AU,GBP,17,Weekday,Discover,Credit,0,0,28,3,0
7044,UK,GBP,0,Weekday,Amex,Credit,1,0,28,11,0
138,US,USD,16,Weekday,MasterCard,Credit,1,0,43,4,0
6328,CA,USD,13,Weekday,Discover,Debit,1,1,33,6,0
3473,Other,AUD,14,Weekday,Amex,Debit,1,0,46,1,0
5450,Other,USD,4,Weekday,Amex,Credit,1,0,47,12,0
2833,AU,GBP,16,Weekend,Visa,Credit,1,0,28,2,0
3580,CA,AUD,20,Weekday,MasterCard,Credit,1,0,18,2,0
5972,UK,AUD,20,Weekend,Visa,Debit,1,0,23,8,0
4165,Other,CAD,22,Weekend,Discover,Debit,1,0,30,1,0
7942,CA,AUD,22,Weekend,Discover,Debit,1,0,44,3,0
5570,AU,USD,10,Weekend,Discover,Debit,1,0,60,7,0
4301,US,GBP,9,Weekday,Discover,Credit,1,0,52,0,0
6270,AU,USD,16,Weekend,Discover,Debit,1,1,70,8,1
3819,AU,GBP,0,Weekday,MasterCard,Credit,0,0,50,5,0
1907,CA,CAD,4,Weekday,MasterCard,Debit,0,0,31,11,0
6255,Other,GBP,15,Weekend,Amex,Debit,1,0,60,3,1
761,CA,CAD,6,Weekday,Amex,Debit,1,0,63,4,0
7831,US,USD,11,Weekend,MasterCard,Debit,1,0,39,6,0
7351,CA,CAD,7,Weekday,Amex,Debit,1,0,59,10,0
6239,UK,AUD,17,Weekday,Visa,Credit,0,1,38,11,0
6091,AU,AUD,0,Weekday,MasterCard,Credit,0,0,19,7,0
6032,Other,GBP,19,Weekend,Visa,Credit,1,0,22,4,0
7688,US,USD,11,Weekend,Discover,Debit,0,1,32,6,0
9092,AU,USD,3,Weekday,Discover,Debit,1,0,67,2,0
9912,CA,GBP,11,Weekday,Amex,Credit,0,0,65,1,0
8473,UK,AUD,21,Weekend,MasterCard,Debit,1,0,37,1,0
1888,CA,CAD,0,Weekday,Discover,Debit,0,0,43,9,0
3267,AU,GBP,0,Weekend,Amex,Credit,0,1,41,11,0
667,US,CAD,2,Weekend,Visa,Debit,0,1,52,2,0
4189,Other,CAD,20,Weekend,MasterCard,Debit,1,0,41,5,0
672,AU,USD,11,Weekend,Amex,Credit,1,0,43,10,0
6778,US,AUD,21,Weekday,Discover,Debit,0,1,58,9,0
7571,AU,CAD,20,Weekend,Visa,Debit,0,0,67,0,0
7957,UK,AUD,12,Weekend,Visa,Credit,1,0,39,2,0
5125,CA,USD,12,Weekend,Amex,Credit,1,0,44,2,0
5586,Other,GBP,20,Weekend,MasterCard,Debit,0,0,36,12,0
4778,US,GBP,8,Weekday,Amex,Credit,1,0,54,1,0
3901,Other,USD,17,Weekend,Discover,Debit,0,1,53,0,0
6678,Other,USD,0,Weekday,MasterCard,Debit,1,0,46,12,0
6982,Other,CAD,5,Weekend,Discover,Debit,0,0,57,0,0
6377,US,USD,22,Weekend,Visa,Debit,1,0,56,0,0
524,US,GBP,23,Weekday,Visa,Credit,1,0,60,7,0
2394,Other,AUD,4,Weekend,Discover,Credit,1,0,29,5,0
2594,CA,AUD,3,Weekday,Discover,Credit,1,1,61,8,0
9946,AU,AUD,5,Weekend,Visa,Credit,0,0,33,11,0
7241,Other,AUD,2,Weekday,Amex,Debit,0,1,65,10,1
6938,UK,USD,16,Weekday,Amex,Credit,0,0,48,2,0
6191,Other,USD,10,Weekday,Amex,Debit,1,0,32,12,0
5241,US,AUD,3,Weekday,Discover,Debit,1,0,50,6,0
6494,AU,USD,19,Weekday,Discover,Debit,0,0,32,5,0
2879,UK,CAD,0,Weekend,Visa,Debit,1,0,49,8,0
4144,AU,USD,3,Weekday,MasterCard,Debit,0,0,39,8,0
3645,AU,CAD,22,Weekday,Amex,Credit,0,0,67,10,0
4433,UK,CAD,2,Weekend,Amex,Debit,0,0,23,8,0
1277,Other,USD,9,Weekday,Amex,Credit,0,0,47,6,0
